Tanggal,Bahan_pangan,Daerah,Harga_lag_1,Harga_lag_7,Harga_lag_30,Google_trends,Harga,MYRUSD,THBUSD,USDIDR,SGDIDR
2024-11-04,Cabai Rawit Merah,Sulawesi Tengah,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Cabai Rawit Merah,Sulawesi Tenggara,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Cabai Rawit Merah,Sulawesi Utara,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Cabai Rawit Merah,Sumatera Barat,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Cabai Rawit Merah,Sumatera Selatan,0,0,0,37,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Cabai Rawit Merah,Sumatera Utara,0,0,0,37,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Ayam Ras,Aceh,0,0,0,37,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Ayam Ras,Bali,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Ayam Ras,Banten,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Ayam Ras,Bengkulu,0,0,0,37,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Ayam Ras,DI Yogyakarta,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Ayam Ras,DKI Jakarta,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Ayam Ras,Gorontalo,0,0,0,37,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Ayam Ras,Jambi,0,0,0,37,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Ayam Ras,Jawa Barat,0,0,0,35,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Ayam Ras,Jawa Tengah,0,0,0,36,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Ayam Ras,Jawa Timur,0,0,0,36,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Ayam Ras,Kalimantan Barat,0,0,0,35,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Ayam Ras,Kalimantan Selatan,0,0,0,37,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Ayam Ras,Kalimantan Tengah,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Ayam Ras,Kalimantan Timur,0,0,0,39,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Ayam Ras,Kalimantan Utara,0,0,0,39,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Ayam Ras,Kepulauan Bangka Belitung,0,0,0,39,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Ayam Ras,Kepulauan Riau,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Ayam Ras,Lampung,0,0,0,39,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Ayam Ras,Maluku Utara,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Ayam Ras,Maluku,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Ayam Ras,Nusa Tenggara Barat,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Ayam Ras,Nusa Tenggara Timur,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Ayam Ras,Papua Barat,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Ayam Ras,Papua,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Ayam Ras,Riau,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Ayam Ras,Sulawesi Barat,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Ayam Ras,Sulawesi Selatan,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Ayam Ras,Sulawesi Tengah,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Ayam Ras,Sulawesi Tenggara,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Ayam Ras,Sulawesi Utara,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Ayam Ras,Sumatera Barat,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Ayam Ras,Sumatera Selatan,0,0,0,37,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Ayam Ras,Sumatera Utara,0,0,0,37,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Sapi Murni,Aceh,0,0,0,37,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Sapi Murni,Bali,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Sapi Murni,Banten,0,0,0,39,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Sapi Murni,Bengkulu,0,0,0,37,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Sapi Murni,DI Yogyakarta,0,0,0,37,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Sapi Murni,DKI Jakarta,0,0,0,37,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Sapi Murni,Gorontalo,0,0,0,37,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Sapi Murni,Jambi,0,0,0,36,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Sapi Murni,Jawa Barat,0,0,0,23,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Sapi Murni,Jawa Tengah,0,0,0,31,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Sapi Murni,Jawa Timur,0,0,0,31,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Sapi Murni,Kalimantan Barat,0,0,0,30,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Sapi Murni,Kalimantan Selatan,0,0,0,36,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Sapi Murni,Kalimantan Tengah,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Sapi Murni,Kalimantan Timur,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Sapi Murni,Kalimantan Utara,0,0,0,39,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Sapi Murni,Kepulauan Bangka Belitung,0,0,0,39,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Sapi Murni,Kepulauan Riau,0,0,0,39,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Sapi Murni,Lampung,0,0,0,39,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Sapi Murni,Maluku Utara,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Sapi Murni,Maluku,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Sapi Murni,Nusa Tenggara Barat,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Sapi Murni,Nusa Tenggara Timur,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Sapi Murni,Papua Barat,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Sapi Murni,Papua,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Sapi Murni,Riau,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Sapi Murni,Sulawesi Barat,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Sapi Murni,Sulawesi Selatan,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Sapi Murni,Sulawesi Tengah,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Sapi Murni,Sulawesi Tenggara,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Sapi Murni,Sulawesi Utara,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Sapi Murni,Sumatera Barat,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Sapi Murni,Sumatera Selatan,0,0,0,37,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Daging Sapi Murni,Sumatera Utara,0,0,0,37,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Gula Konsumsi,Aceh,0,0,0,37,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Gula Konsumsi,Bali,0,0,0,35,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Gula Konsumsi,Banten,0,0,0,8,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Gula Konsumsi,Bengkulu,0,0,0,37,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Gula Konsumsi,DI Yogyakarta,0,0,0,18,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Gula Konsumsi,DKI Jakarta,0,0,0,5,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Gula Konsumsi,Gorontalo,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Gula Konsumsi,Jambi,0,0,0,36,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Gula Konsumsi,Jawa Barat,0,0,0,0,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Gula Konsumsi,Jawa Tengah,0,0,0,-2,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Gula Konsumsi,Jawa Timur,0,0,0,-2,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Gula Konsumsi,Kalimantan Barat,0,0,0,-1,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Gula Konsumsi,Kalimantan Selatan,0,0,0,36,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Gula Konsumsi,Kalimantan Tengah,0,0,0,37,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Gula Konsumsi,Kalimantan Timur,0,0,0,35,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Gula Konsumsi,Kalimantan Utara,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Gula Konsumsi,Kepulauan Bangka Belitung,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Gula Konsumsi,Kepulauan Riau,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Gula Konsumsi,Lampung,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Gula Konsumsi,Maluku Utara,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Gula Konsumsi,Maluku,0,0,0,33,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Gula Konsumsi,Nusa Tenggara Barat,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Gula Konsumsi,Nusa Tenggara Timur,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Gula Konsumsi,Papua Barat,0,0,0,39,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Gula Konsumsi,Papua,0,0,0,39,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Gula Konsumsi,Riau,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Gula Konsumsi,Sulawesi Barat,0,0,0,34,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Gula Konsumsi,Sulawesi Selatan,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Gula Konsumsi,Sulawesi Tengah,0,0,0,31,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Gula Konsumsi,Sulawesi Tenggara,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Gula Konsumsi,Sulawesi Utara,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Gula Konsumsi,Sumatera Barat,0,0,0,37,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Gula Konsumsi,Sumatera Selatan,0,0,0,34,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Gula Konsumsi,Sumatera Utara,0,0,0,34,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Curah,Aceh,0,0,0,36,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Curah,Bali,0,0,0,33,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Curah,Banten,0,0,0,6,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Curah,Bengkulu,0,0,0,37,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Curah,DI Yogyakarta,0,0,0,24,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Curah,DKI Jakarta,0,0,0,2,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Curah,Gorontalo,0,0,0,37,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Curah,Jambi,0,0,0,35,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Curah,Jawa Barat,0,0,0,1,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Curah,Jawa Tengah,0,0,0,2,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Curah,Jawa Timur,0,0,0,2,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Curah,Kalimantan Barat,0,0,0,1,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Curah,Kalimantan Selatan,0,0,0,34,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Curah,Kalimantan Tengah,0,0,0,37,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Curah,Kalimantan Timur,0,0,0,35,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Curah,Kalimantan Utara,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Curah,Kepulauan Bangka Belitung,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Curah,Kepulauan Riau,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Curah,Lampung,0,0,0,36,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Curah,Maluku Utara,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Curah,Maluku,0,0,0,27,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Curah,Nusa Tenggara Barat,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Curah,Nusa Tenggara Timur,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Curah,Papua Barat,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Curah,Papua,0,0,0,39,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Curah,Riau,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Curah,Sulawesi Barat,0,0,0,28,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Curah,Sulawesi Selatan,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Curah,Sulawesi Tengah,0,0,0,31,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Curah,Sulawesi Tenggara,0,0,0,37,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Curah,Sulawesi Utara,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Curah,Sumatera Barat,0,0,0,34,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Curah,Sumatera Selatan,0,0,0,27,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Curah,Sumatera Utara,0,0,0,27,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Kemasan Sederhana,Aceh,0,0,0,37,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Kemasan Sederhana,Bali,0,0,0,32,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Kemasan Sederhana,Banten,0,0,0,5,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Kemasan Sederhana,Bengkulu,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Kemasan Sederhana,DI Yogyakarta,0,0,0,25,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Kemasan Sederhana,DKI Jakarta,0,0,0,3,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Kemasan Sederhana,Gorontalo,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Kemasan Sederhana,Jambi,0,0,0,36,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Kemasan Sederhana,Jawa Barat,0,0,0,1,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Kemasan Sederhana,Jawa Tengah,0,0,0,2,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Kemasan Sederhana,Jawa Timur,0,0,0,2,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Kemasan Sederhana,Kalimantan Barat,0,0,0,-1,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Kemasan Sederhana,Kalimantan Selatan,0,0,0,34,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Kemasan Sederhana,Kalimantan Tengah,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Kemasan Sederhana,Kalimantan Timur,0,0,0,35,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Kemasan Sederhana,Kalimantan Utara,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Kemasan Sederhana,Kepulauan Bangka Belitung,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Kemasan Sederhana,Kepulauan Riau,0,0,0,37,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Kemasan Sederhana,Lampung,0,0,0,36,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Kemasan Sederhana,Maluku Utara,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Kemasan Sederhana,Maluku,0,0,0,27,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Kemasan Sederhana,Nusa Tenggara Barat,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Kemasan Sederhana,Nusa Tenggara Timur,0,0,0,39,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Kemasan Sederhana,Papua Barat,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Kemasan Sederhana,Papua,0,0,0,40,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Kemasan Sederhana,Riau,0,0,0,37,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Kemasan Sederhana,Sulawesi Barat,0,0,0,29,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Kemasan Sederhana,Sulawesi Selatan,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Kemasan Sederhana,Sulawesi Tengah,0,0,0,31,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Kemasan Sederhana,Sulawesi Tenggara,0,0,0,37,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Kemasan Sederhana,Sulawesi Utara,0,0,0,37,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Kemasan Sederhana,Sumatera Barat,0,0,0,31,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Kemasan Sederhana,Sumatera Selatan,0,0,0,27,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Minyak Goreng Kemasan Sederhana,Sumatera Utara,0,0,0,27,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Telur Ayam Ras,Aceh,0,0,0,39,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Telur Ayam Ras,Bali,0,0,0,42,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Telur Ayam Ras,Banten,0,0,0,33,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Telur Ayam Ras,Bengkulu,0,0,0,40,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Telur Ayam Ras,DI Yogyakarta,0,0,0,41,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Telur Ayam Ras,DKI Jakarta,0,0,0,45,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Telur Ayam Ras,Gorontalo,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Telur Ayam Ras,Jambi,0,0,0,37,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Telur Ayam Ras,Jawa Barat,0,0,0,39,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Telur Ayam Ras,Jawa Tengah,0,0,0,39,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Telur Ayam Ras,Jawa Timur,0,0,0,39,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Telur Ayam Ras,Kalimantan Barat,0,0,0,42,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Telur Ayam Ras,Kalimantan Selatan,0,0,0,37,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Telur Ayam Ras,Kalimantan Tengah,0,0,0,39,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Telur Ayam Ras,Kalimantan Timur,0,0,0,39,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Telur Ayam Ras,Kalimantan Utara,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Telur Ayam Ras,Kepulauan Bangka Belitung,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Telur Ayam Ras,Kepulauan Riau,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Telur Ayam Ras,Lampung,0,0,0,39,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Telur Ayam Ras,Maluku Utara,0,0,0,39,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Telur Ayam Ras,Maluku,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Telur Ayam Ras,Nusa Tenggara Barat,0,0,0,39,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Telur Ayam Ras,Nusa Tenggara Timur,0,0,0,39,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Telur Ayam Ras,Papua Barat,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Telur Ayam Ras,Papua,0,0,0,39,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Telur Ayam Ras,Riau,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Telur Ayam Ras,Sulawesi Barat,0,0,0,41,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Telur Ayam Ras,Sulawesi Selatan,0,0,0,39,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Telur Ayam Ras,Sulawesi Tengah,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Telur Ayam Ras,Sulawesi Tenggara,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Telur Ayam Ras,Sulawesi Utara,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Telur Ayam Ras,Sumatera Barat,0,0,0,37,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Telur Ayam Ras,Sumatera Selatan,0,0,0,35,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Telur Ayam Ras,Sumatera Utara,0,0,0,35,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Tepung Terigu (Curah),Aceh,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Tepung Terigu (Curah),Bali,0,0,0,39,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Tepung Terigu (Curah),Banten,0,0,0,36,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Tepung Terigu (Curah),Bengkulu,0,0,0,39,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Tepung Terigu (Curah),DI Yogyakarta,0,0,0,44,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Tepung Terigu (Curah),DKI Jakarta,0,0,0,26,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Tepung Terigu (Curah),Gorontalo,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Tepung Terigu (Curah),Jambi,0,0,0,36,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Tepung Terigu (Curah),Jawa Barat,0,0,0,35,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Tepung Terigu (Curah),Jawa Tengah,0,0,0,36,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Tepung Terigu (Curah),Jawa Timur,0,0,0,36,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Tepung Terigu (Curah),Kalimantan Barat,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Tepung Terigu (Curah),Kalimantan Selatan,0,0,0,37,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Tepung Terigu (Curah),Kalimantan Tengah,0,0,0,39,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Tepung Terigu (Curah),Kalimantan Timur,0,0,0,39,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Tepung Terigu (Curah),Kalimantan Utara,0,0,0,39,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Tepung Terigu (Curah),Kepulauan Bangka Belitung,0,0,0,39,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Tepung Terigu (Curah),Kepulauan Riau,0,0,0,39,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Tepung Terigu (Curah),Lampung,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Tepung Terigu (Curah),Maluku Utara,0,0,0,39,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Tepung Terigu (Curah),Maluku,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Tepung Terigu (Curah),Nusa Tenggara Barat,0,0,0,39,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Tepung Terigu (Curah),Nusa Tenggara Timur,0,0,0,39,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Tepung Terigu (Curah),Papua Barat,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Tepung Terigu (Curah),Papua,0,0,0,39,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Tepung Terigu (Curah),Riau,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Tepung Terigu (Curah),Sulawesi Barat,0,0,0,40,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Tepung Terigu (Curah),Sulawesi Selatan,0,0,0,39,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Tepung Terigu (Curah),Sulawesi Tengah,0,0,0,39,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Tepung Terigu (Curah),Sulawesi Tenggara,0,0,0,38,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Tepung Terigu (Curah),Sulawesi Utara,0,0,0,37,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Tepung Terigu (Curah),Sumatera Barat,0,0,0,37,0,3331.0,422.0,14502.0,3331.0
2024-11-04,Tepung Terigu (Curah),Sumatera Selatan,0,0,0,36,0,3331.0,422.0,14502.0,3331.0
